time_id,order_year,quarter
t26996,2017,Q2
t26997,2017,Q2
t26998,2017,Q2
t26999,2017,Q2
t27000,2017,Q2
t27001,2017,Q2
t27002,2017,Q2
t27003,2017,Q2
t27004,2017,Q2
t27005,2017,Q2
t27006,2017,Q2
t27007,2017,Q2
t27008,2017,Q2
t27009,2017,Q2
t27010,2017,Q2
t27011,2017,Q2
t27012,2017,Q2
t27013,2017,Q2
t27014,2017,Q2
t27015,2017,Q2
t27016,2017,Q2
t27017,2017,Q2
t27018,2017,Q2
t27019,2017,Q2
t27020,2017,Q2
t27021,2017,Q2
t27022,2017,Q2
t27023,2017,Q2
t27024,2017,Q2
t27025,2017,Q2
t27026,2017,Q2
t27027,2017,Q2
t27028,2017,Q2
t27029,2017,Q2
t27030,2017,Q2
t27031,2017,Q2
t27032,2017,Q2
t27033,2017,Q2
t27034,2017,Q2
t27035,2017,Q2
t27036,2017,Q2
t27037,2017,Q2
t27038,2017,Q2
t27039,2017,Q2
t27040,2017,Q2
t27041,2017,Q2
t27042,2017,Q2
t27043,2017,Q2
t27044,2017,Q2
t27045,2017,Q2
t27046,2017,Q2
t27047,2017,Q2
t27048,2017,Q2
t27049,2017,Q2
t27050,2017,Q2
t27051,2017,Q2
t27052,2017,Q2
t27053,2017,Q2
t27054,2017,Q2
t27055,2017,Q2
t27056,2017,Q2
t27057,2017,Q2
t27058,2017,Q2
t27059,2017,Q2
t27060,2017,Q2
t27061,2017,Q2
t27062,2017,Q2
t27063,2017,Q2
t27064,2017,Q2
t27065,2017,Q2
t27066,2017,Q2
t27067,2017,Q2
t27068,2017,Q2
t27069,2017,Q2
t27070,2017,Q2
t27071,2017,Q2
t27072,2017,Q2
t27073,2017,Q2
t27074,2017,Q2
t27075,2017,Q2
t27076,2017,Q2
t27077,2017,Q2
t27078,2017,Q2
t27079,2017,Q2
t27080,2017,Q2
t27081,2017,Q2
t27082,2017,Q2
t27083,2017,Q2
t27084,2017,Q2
t27085,2017,Q2
t27086,2017,Q2
t27087,2017,Q2
t27088,2017,Q2
t27089,2017,Q2
t27090,2017,Q2
t27091,2017,Q2
t27092,2017,Q2
t27093,2017,Q2
t27094,2017,Q2
t27095,2017,Q2
t27096,2017,Q2
t27097,2017,Q2
t27098,2017,Q2
t27099,2017,Q2
t27100,2017,Q2
t27101,2017,Q2
t27102,2017,Q2
t27103,2017,Q2
t27104,2017,Q2
t27105,2017,Q2
t27106,2017,Q2
t27107,2017,Q2
t27108,2017,Q2
t27109,2017,Q2
t27110,2017,Q2
t27111,2017,Q2
t27112,2017,Q2
t27113,2017,Q2
t27114,2017,Q2
t27115,2017,Q2
t27116,2017,Q2
t27117,2017,Q2
t27118,2017,Q2
t27119,2017,Q2
t27120,2017,Q2
t27121,2017,Q2
t27122,2017,Q2
t27123,2017,Q2
t27124,2017,Q2
t27125,2017,Q2
t27126,2017,Q2
t27127,2017,Q2
t27128,2017,Q2
t27129,2017,Q2
t27130,2017,Q2
t27131,2017,Q2
t27132,2017,Q2
t27133,2017,Q2
t27134,2017,Q2
t27135,2017,Q2
t27136,2017,Q2
t27137,2017,Q2
t27138,2017,Q2
t27139,2017,Q2
t27140,2017,Q2
t27141,2017,Q2
t27142,2017,Q2
t27143,2017,Q2
t27144,2017,Q2
t27145,2017,Q2
t27146,2017,Q2
t27147,2017,Q2
t27148,2017,Q2
t27149,2017,Q2
t27150,2017,Q2
t27151,2017,Q2
t27152,2017,Q2
t27153,2017,Q2
t27154,2017,Q2
t27155,2017,Q2
t27156,2017,Q2
t27157,2017,Q2
t27158,2017,Q2
t27159,2017,Q2
t27160,2017,Q2
t27161,2017,Q2
t27162,2017,Q2
t27163,2017,Q2
t27164,2017,Q2
t27165,2017,Q2
t27166,2017,Q2
t27167,2017,Q2
t27168,2017,Q2
t27169,2017,Q2
t27170,2017,Q2
t27171,2017,Q2
t27172,2017,Q2
t27173,2017,Q2
t27174,2017,Q2
t27175,2017,Q2
t27176,2017,Q2
t27177,2017,Q2
t27178,2017,Q2
t27179,2017,Q2
t27180,2017,Q2
t27181,2017,Q2
t27182,2017,Q2
t27183,2017,Q2
t27184,2017,Q2
t27185,2017,Q2
t27186,2017,Q2
t27187,2017,Q2
t27188,2017,Q2
t27189,2017,Q2
t27190,2017,Q2
t27191,2017,Q2
t27192,2017,Q2
t27193,2017,Q2
t27194,2017,Q2
t27195,2017,Q2
t27196,2017,Q2
t27197,2017,Q2
t27198,2017,Q2
t27199,2017,Q2
t27200,2017,Q2
t27201,2017,Q2
t27202,2017,Q2
t27203,2017,Q2
t27204,2017,Q2
t27205,2017,Q2
t27206,2017,Q2
t27207,2017,Q2
t27208,2017,Q2
t27209,2017,Q2
t27210,2017,Q2
t27211,2017,Q2
t27212,2017,Q2
t27213,2017,Q2
t27214,2017,Q2
t27215,2017,Q2
t27216,2017,Q2
t27217,2017,Q2
t27218,2017,Q2
t27219,2017,Q2
t27220,2017,Q2
t27221,2017,Q2
t27222,2017,Q2
t27223,2017,Q2
t27224,2017,Q2
t27225,2017,Q2
t27226,2018,Q3
t27227,2018,Q3
t27228,2018,Q3
t27229,2018,Q3
t27230,2018,Q3
t27231,2018,Q3
t27232,2018,Q3
t27233,2018,Q3
t27234,2018,Q3
t27235,2018,Q3
t27236,2018,Q3
t27237,2018,Q3
t27238,2018,Q3
t27239,2018,Q3
t27240,2018,Q3
t27241,2018,Q3
t27242,2018,Q3
t27243,2018,Q3
t27244,2018,Q3
t27245,2018,Q3
t27246,2018,Q3
t27247,2018,Q3
t27248,2018,Q3
t27249,2018,Q3
t27250,2018,Q3
t27251,2018,Q3
t27252,2018,Q3
t27253,2018,Q3
t27254,2018,Q3
t27255,2018,Q3
t27256,2018,Q3
t27257,2018,Q3
t27258,2018,Q3
t27259,2018,Q3
t27260,2018,Q3
t27261,2018,Q3
t27262,2018,Q3
t27263,2018,Q3
t27264,2018,Q3
t27265,2018,Q3
t27266,2018,Q3
t27267,2018,Q3
t27268,2018,Q3
t27269,2018,Q3
t27270,2018,Q3
t27271,2018,Q3
t27272,2018,Q3
t27273,2018,Q3
t27274,2018,Q3
t27275,2018,Q3
t27276,2018,Q3
t27277,2018,Q3
t27278,2018,Q3
t27279,2018,Q3
t27280,2018,Q3
t27281,2018,Q3
t27282,2018,Q3
t27283,2018,Q3
t27284,2018,Q3
t27285,2018,Q3
t27286,2018,Q3
t27287,2018,Q3
t27288,2018,Q3
t27289,2018,Q3
t27290,2018,Q3
t27291,2018,Q3
t27292,2018,Q3
t27293,2018,Q3
t27294,2018,Q3
t27295,2018,Q3
t27296,2018,Q3
t27297,2018,Q3
t27298,2018,Q3
t27299,2018,Q3
t27300,2018,Q3
t27301,2018,Q3
t27302,2018,Q3
t27303,2018,Q3
t27304,2018,Q3
t27305,2018,Q3
t27306,2018,Q3
t27307,2018,Q3
t27308,2018,Q3
t27309,2018,Q3
t27310,2018,Q3
t27311,2018,Q3
t27312,2018,Q3
t27313,2018,Q3
t27314,2018,Q3
t27315,2018,Q3
t27316,2018,Q3
t27317,2018,Q3
t27318,2018,Q3
t27319,2018,Q3
t27320,2018,Q3
t27321,2018,Q3
t27322,2018,Q3
t27323,2018,Q3
t27324,2018,Q3
t27325,2018,Q3
t27326,2018,Q3
t27327,2018,Q3
t27328,2018,Q3
t27329,2018,Q3
t27330,2018,Q3
t27331,2018,Q3
t27332,2018,Q3
t27333,2018,Q3
t27334,2018,Q3
t27335,2018,Q3
t27336,2018,Q3
t27337,2018,Q3
t27338,2018,Q3
t27339,2018,Q3
t27340,2018,Q3
t27341,2018,Q3
t27342,2018,Q3
t27343,2018,Q3
t27344,2018,Q3
t27345,2018,Q3
t27346,2018,Q3
t27347,2018,Q3
t27348,2018,Q3
t27349,2018,Q3
t27350,2018,Q3
t27351,2018,Q3
t27352,2018,Q3
t27353,2018,Q3
t27354,2018,Q3
t27355,2018,Q3
t27356,2018,Q3
t27357,2018,Q3
t27358,2018,Q3
t27359,2018,Q3
t27360,2018,Q3
t27361,2018,Q3
t27362,2018,Q3
t27363,2018,Q3
t27364,2018,Q3
t27365,2018,Q3
t27366,2018,Q3
t27367,2018,Q3
t27368,2018,Q3
t27369,2018,Q3
t27370,2018,Q3
t27371,2018,Q3
t27372,2018,Q3
t27373,2018,Q3
t27374,2018,Q3
t27375,2018,Q3
t27376,2018,Q3
t27377,2018,Q3
t27378,2018,Q3
t27379,2018,Q3
t27380,2018,Q3
t27381,2018,Q3
t27382,2018,Q3
t27383,2018,Q3
t27384,2018,Q3
t27385,2018,Q3
t27386,2018,Q3
t27387,2018,Q3
t27388,2018,Q3
t27389,2018,Q3
t27390,2018,Q3
t27391,2018,Q3
t27392,2018,Q3
t27393,2018,Q3
t27394,2018,Q3
t27395,2018,Q3
t27396,2018,Q3
t27397,2018,Q3
t27398,2018,Q3
t27399,2018,Q3
t27400,2018,Q3
t27401,2018,Q3
t27402,2018,Q3
t27403,2018,Q3
t27404,2018,Q3
t27405,2018,Q3
t27406,2018,Q3
t27407,2018,Q3
t27408,2018,Q3
t27409,2018,Q3
t27410,2018,Q3
t27411,2018,Q3
t27412,2018,Q3
t27413,2018,Q3
t27414,2018,Q3
t27415,2018,Q3
t27416,2018,Q3
t27417,2018,Q3
t27418,2018,Q3
t27419,2018,Q3
t27420,2018,Q3
t27421,2018,Q3
t27422,2018,Q3
t27423,2018,Q3
t27424,2018,Q3
t27425,2018,Q3
t27426,2018,Q3
t27427,2018,Q3
t27428,2018,Q3
t27429,2018,Q3
t27430,2018,Q3
t27431,2018,Q3
t27432,2018,Q3
t27433,2018,Q3
t27434,2018,Q3
t27435,2018,Q3
t27436,2018,Q3
t27437,2018,Q3
t27438,2018,Q3
t27439,2018,Q3
t27440,2018,Q3
t27441,2018,Q3
t27442,2018,Q3
t27443,2018,Q3
t27444,2018,Q3
t27445,2018,Q3
t27446,2018,Q3
t27447,2018,Q3
t27448,2018,Q3
t27449,2018,Q3
t27450,2018,Q3
t27451,2018,Q3
t27452,2018,Q3
t27453,2018,Q3
t27454,2018,Q3
t27455,2018,Q3
t27456,2018,Q3
t27457,2018,Q3
t27458,2018,Q3
t27459,2018,Q3
t27460,2018,Q3
t27461,2018,Q3
t27462,2018,Q3
t27463,2018,Q3
t27464,2018,Q3
t27465,2018,Q3
t27466,2018,Q3
t27467,2018,Q3
t27468,2018,Q3
t27469,2018,Q3
t27470,2018,Q3
t27471,2018,Q3
t27472,2018,Q3
t27473,2018,Q3
t27474,2018,Q3
t27475,2018,Q3
t27476,2018,Q3
t27477,2018,Q3
t27478,2018,Q3
t27479,2018,Q3
t27480,2018,Q3
t27481,2018,Q3
t27482,2018,Q3
t27483,2018,Q3
t27484,2018,Q3
t27485,2018,Q3
t27486,2018,Q3
t27487,2018,Q3
t27488,2018,Q3
t27489,2018,Q3
t27490,2018,Q3
t27491,2018,Q3
t27492,2018,Q3
t27493,2018,Q3
t27494,2018,Q3
t27495,2018,Q3
t27496,2018,Q3
t27497,2018,Q3
t27498,2018,Q3
t27499,2018,Q3
t27500,2018,Q3
t27501,2018,Q3
t27502,2018,Q3
t27503,2018,Q3
t27504,2018,Q3
t27505,2018,Q3
t27506,2018,Q3
t27507,2018,Q3
t27508,2018,Q3
t27509,2018,Q3
t27510,2018,Q3
t27511,2018,Q3
t27512,2018,Q3
t27513,2018,Q3
t27514,2018,Q3
t27515,2018,Q3
t27516,2018,Q3
t27517,2018,Q3
t27518,2018,Q3
t27519,2018,Q3
t27520,2018,Q3
t27521,2018,Q3
t27522,2018,Q3
t27523,2018,Q3
t27524,2018,Q3
t27525,2018,Q3
t27526,2018,Q3
t27527,2018,Q3
t27528,2018,Q3
t27529,2018,Q3
t27530,2018,Q3
t27531,2018,Q3
t27532,2018,Q3
t27533,2018,Q3
t27534,2018,Q3
t27535,2018,Q3
t27536,2018,Q3
t27537,2018,Q3
t27538,2018,Q3
t27539,2018,Q3
t27540,2018,Q3
t27541,2018,Q3
t27542,2018,Q3
t27543,2018,Q3
t27544,2018,Q3
t27545,2018,Q3
t27546,2018,Q3
t27547,2018,Q3
t27548,2018,Q3
t27549,2018,Q3
t27550,2018,Q3
t27551,2018,Q3
t27552,2018,Q3
t27553,2018,Q3
t27554,2018,Q3
t27555,2018,Q3
t27556,2018,Q3
t27557,2018,Q3
t27558,2018,Q3
t27559,2018,Q3
t27560,2018,Q3
t27561,2018,Q3
t27562,2018,Q3
t27563,2018,Q3
t27564,2018,Q3
t27565,2018,Q3
t27566,2018,Q3
t27567,2018,Q3
t27568,2018,Q3
t27569,2018,Q3
t27570,2018,Q3
t27571,2018,Q3
t27572,2018,Q3
t27573,2018,Q3
t27574,2018,Q3
t27575,2018,Q3
t27576,2018,Q3
t27577,2018,Q3
t27578,2018,Q3
t27579,2018,Q3
t27580,2018,Q3
t27581,2018,Q3
t27582,2018,Q3
t27583,2018,Q3
t27584,2018,Q3
t27585,2018,Q3
t27586,2018,Q3
t27587,2018,Q3
t27588,2018,Q3
t27589,2018,Q3
t27590,2018,Q3
t27591,2018,Q3
t27592,2018,Q3
t27593,2018,Q3
t27594,2018,Q3
t27595,2018,Q3
t27596,2018,Q3
t27597,2018,Q3
t27598,2018,Q3
t27599,2018,Q3
t27600,2018,Q3
t27601,2018,Q3
t27602,2018,Q3
t27603,2018,Q3
t27604,2018,Q3
t27605,2018,Q3
t27606,2018,Q3
t27607,2018,Q3
t27608,2018,Q3
t27609,2018,Q3
t27610,2018,Q3
t27611,2018,Q3
t27612,2018,Q3
t27613,2018,Q3
t27614,2018,Q3
t27615,2018,Q3
t27616,2018,Q3
t27617,2018,Q3
t27618,2018,Q3
t27619,2018,Q3
t27620,2018,Q3
t27621,2018,Q3
t27622,2018,Q3
t27623,2018,Q3
t27624,2018,Q3
t27625,2018,Q3
t27626,2018,Q3
t27627,2018,Q3
t27628,2018,Q3
t27629,2018,Q3
t27630,2018,Q3
t27631,2018,Q3
t27632,2018,Q3
t27633,2018,Q3
t27634,2018,Q3
t27635,2018,Q3
t27636,2018,Q3
t27637,2018,Q3
t27638,2018,Q3
t27639,2018,Q3
t27640,2018,Q3
t27641,2018,Q3
t27642,2018,Q3
t27643,2018,Q3
t27644,2018,Q3
t27645,2018,Q3
t27646,2018,Q3
t27647,2018,Q3
t27648,2018,Q3
t27649,2018,Q3
t27650,2018,Q3
t27651,2018,Q3
t27652,2018,Q3
t27653,2018,Q3
t27654,2018,Q3
t27655,2018,Q3
t27656,2018,Q3
t27657,2018,Q3
t27658,2018,Q3
t27659,2018,Q3
t27660,2018,Q3
t27661,2018,Q3
t27662,2018,Q3
t27663,2018,Q3
t27664,2018,Q3
t27665,2018,Q3
t27666,2018,Q3
t27667,2018,Q3
t27668,2018,Q3
t27669,2018,Q3
t27670,2018,Q3
t27671,2018,Q3
t27672,2018,Q3
t27673,2018,Q3
t27674,2018,Q3
t27675,2018,Q3
t27676,2018,Q3
t27677,2018,Q3
t27678,2018,Q3
t27679,2018,Q3
t27680,2018,Q3
t27681,2018,Q3
t27682,2018,Q3
t27683,2018,Q3
t27684,2018,Q3
t27685,2018,Q3
t27686,2018,Q3
t27687,2018,Q3
t27688,2018,Q3
t27689,2018,Q3
t27690,2018,Q3
t27691,2018,Q3
t27692,2018,Q3
t27693,2018,Q3
t27694,2018,Q3
t27695,2018,Q3
t27696,2018,Q3
t27697,2018,Q3
t27698,2018,Q3
t27699,2018,Q3
t27700,2018,Q3
t27701,2018,Q3
t27702,2018,Q3
t27703,2018,Q3
t27704,2018,Q3
t27705,2018,Q3
t27706,2018,Q3
t27707,2018,Q3
t27708,2018,Q3
t27709,2018,Q3
t27710,2018,Q3
t27711,2018,Q3
t27712,2018,Q3
t27713,2018,Q3
t27714,2018,Q3
t27715,2018,Q3
t27716,2018,Q3
t27717,2018,Q3
t27718,2018,Q3
t27719,2018,Q3
t27720,2018,Q3
t27721,2018,Q3
t27722,2018,Q3
t27723,2018,Q3
t27724,2018,Q3
t27725,2018,Q3
t27726,2018,Q3
t27727,2018,Q3
t27728,2018,Q3
t27729,2018,Q3
t27730,2018,Q3
t27731,2018,Q3
t27732,2018,Q3
t27733,2018,Q3
t27734,2018,Q3
t27735,2018,Q3
t27736,2018,Q3
t27737,2018,Q3
t27738,2018,Q3
t27739,2018,Q3
t27740,2018,Q3
t27741,2018,Q3
t27742,2018,Q3
t27743,2018,Q3
t27744,2018,Q3
t27745,2018,Q3
t27746,2018,Q3
t27747,2018,Q3
t27748,2018,Q3
t27749,2018,Q3
t27750,2018,Q3
t27751,2018,Q3
t27752,2018,Q3
t27753,2018,Q3
t27754,2018,Q3
t27755,2018,Q3
t27756,2018,Q3
t27757,2018,Q3
t27758,2018,Q3
t27759,2018,Q3
t27760,2018,Q3
t27761,2018,Q3
t27762,2018,Q3
t27763,2018,Q3
t27764,2018,Q3
t27765,2018,Q3
t27766,2018,Q3
t27767,2018,Q3
t27768,2018,Q3
t27769,2018,Q3
t27770,2018,Q3
t27771,2018,Q3
t27772,2018,Q3
t27773,2018,Q3
t27774,2018,Q3
t27775,2018,Q3
t27776,2018,Q3
t27777,2018,Q3
t27778,2018,Q3
t27779,2018,Q3
t27780,2018,Q3
t27781,2018,Q3
t27782,2018,Q3
t27783,2018,Q3
t27784,2018,Q3
t27785,2018,Q3
t27786,2018,Q3
t27787,2018,Q3
t27788,2018,Q3
t27789,2018,Q3
t27790,2018,Q3
t27791,2018,Q3
t27792,2018,Q3
t27793,2018,Q3
t27794,2018,Q3
t27795,2018,Q3
t27796,2018,Q3
t27797,2018,Q3
t27798,2018,Q3
t27799,2018,Q3
t27800,2018,Q3
t27801,2018,Q3
t27802,2018,Q3
t27803,2018,Q3
t27804,2018,Q3
t27805,2018,Q3
t27806,2018,Q3
t27807,2018,Q3
t27808,2018,Q3
t27809,2018,Q3
t27810,2018,Q3
t27811,2018,Q3
t27812,2018,Q3
t27813,2018,Q3
t27814,2018,Q3
t27815,2018,Q3
t27816,2018,Q3
t27817,2018,Q3
t27818,2018,Q3
t27819,2018,Q3
t27820,2018,Q3
t27821,2018,Q3
t27822,2018,Q3
t27823,2018,Q3
t27824,2018,Q3
t27825,2018,Q3
t27826,2018,Q3
t27827,2018,Q3
t27828,2018,Q3
t27829,2018,Q3
t27830,2018,Q3
t27831,2018,Q3
t27832,2018,Q3
t27833,2018,Q3
t27834,2018,Q3
t27835,2018,Q3
t27836,2018,Q3
t27837,2018,Q3
t27838,2018,Q3
t27839,2018,Q3
t27840,2018,Q3
t27841,2018,Q3
t27842,2018,Q3
t27843,2018,Q3
t27844,2018,Q3
t27845,2018,Q3
t27846,2018,Q3
t27847,2018,Q3
t27848,2018,Q3
t27849,2018,Q3
t27850,2018,Q3
t27851,2018,Q3
t27852,2018,Q3
t27853,2018,Q3
t27854,2018,Q3
t27855,2018,Q3
t27856,2018,Q3
t27857,2018,Q3
t27858,2018,Q3
t27859,2018,Q3
t27860,2018,Q3
t27861,2018,Q3
t27862,2018,Q3
t27863,2018,Q3
t27864,2018,Q3
t27865,2018,Q3
t27866,2018,Q3
t27867,2018,Q3
t27868,2018,Q3
t27869,2018,Q3
t27870,2018,Q3
t27871,2018,Q3
t27872,2018,Q3
t27873,2018,Q3
t27874,2018,Q3
t27875,2018,Q3
t27876,2018,Q3
t27877,2018,Q3
t27878,2018,Q3
t27879,2018,Q3
t27880,2018,Q3
t27881,2018,Q3
t27882,2018,Q3
t27883,2018,Q3
t27884,2018,Q3
t27885,2018,Q3
t27886,2018,Q3
t27887,2018,Q3
t27888,2018,Q3
t27889,2018,Q3
t27890,2018,Q3
t27891,2018,Q3
t27892,2018,Q3
t27893,2018,Q3
t27894,2018,Q3
t27895,2018,Q3
t27896,2018,Q3
t27897,2018,Q3
t27898,2018,Q3
t27899,2018,Q3
t27900,2018,Q3
t27901,2018,Q3
t27902,2018,Q3
t27903,2018,Q3
t27904,2018,Q3
t27905,2018,Q3
t27906,2018,Q3
t27907,2018,Q3
t27908,2018,Q3
t27909,2018,Q3
t27910,2018,Q3
t27911,2018,Q3
t27912,2018,Q3
t27913,2018,Q3
t27914,2018,Q3
t27915,2018,Q3
t27916,2018,Q3
t27917,2018,Q3
t27918,2018,Q3
t27919,2018,Q3
t27920,2018,Q3
t27921,2018,Q3
t27922,2018,Q3
t27923,2018,Q3
t27924,2018,Q3
t27925,2018,Q3
t27926,2018,Q3
t27927,2018,Q3
t27928,2018,Q3
t27929,2018,Q3
t27930,2018,Q3
t27931,2018,Q3
t27932,2018,Q3
t27933,2018,Q3
t27934,2018,Q3
t27935,2018,Q3
t27936,2018,Q3
t27937,2018,Q3
t27938,2018,Q3
t27939,2018,Q3
t27940,2018,Q3
t27941,2018,Q3
t27942,2018,Q3
t27943,2018,Q3
t27944,2018,Q3
t27945,2018,Q3
t27946,2018,Q3
t27947,2018,Q3
t27948,2018,Q3
t27949,2018,Q3
t27950,2018,Q3
t27951,2018,Q3
t27952,2018,Q3
t27953,2018,Q3
t27954,2018,Q3
t27955,2018,Q3
t27956,2018,Q3
t27957,2018,Q3
t27958,2018,Q3
t27959,2018,Q3
t27960,2018,Q3
t27961,2018,Q3
t27962,2018,Q3
t27963,2018,Q3
t27964,2018,Q3
t27965,2018,Q3
t27966,2018,Q3
t27967,2018,Q3
t27968,2018,Q3
t27969,2018,Q3
t27970,2018,Q3
t27971,2018,Q3
t27972,2018,Q3
t27973,2018,Q3
t27974,2018,Q3
t27975,2018,Q3
t27976,2018,Q3
t27977,2018,Q3
t27978,2018,Q3
t27979,2018,Q3
t27980,2018,Q3
t27981,2018,Q3
t27982,2018,Q3
t27983,2018,Q3
t27984,2018,Q3
t27985,2018,Q3
t27986,2018,Q3
t27987,2018,Q3
t27988,2018,Q3
t27989,2018,Q3
t27990,2018,Q3
t27991,2018,Q3
t27992,2018,Q3
t27993,2018,Q3
t27994,2018,Q3
t27995,2018,Q3
t27996,2018,Q3
t27997,2018,Q3
t27998,2018,Q3
t27999,2018,Q3
t28000,2018,Q3
t28001,2018,Q3
t28002,2018,Q3
t28003,2018,Q3
t28004,2018,Q3
t28005,2018,Q3
t28006,2018,Q3
t28007,2018,Q3
t28008,2018,Q3
t28009,2018,Q3
t28010,2018,Q3
t28011,2018,Q3
t28012,2018,Q3
t28013,2018,Q3
t28014,2018,Q3
t28015,2018,Q3
t28016,2018,Q3
t28017,2018,Q3
t28018,2018,Q3
t28019,2018,Q3
t28020,2018,Q3
t28021,2018,Q3
t28022,2018,Q3
t28023,2018,Q3
t28024,2018,Q3
t28025,2018,Q3
t28026,2018,Q3
t28027,2018,Q3
t28028,2018,Q3
t28029,2018,Q3
t28030,2018,Q3
t28031,2018,Q3
t28032,2018,Q3
t28033,2018,Q3
t28034,2018,Q3
t28035,2018,Q3
t28036,2018,Q3
t28037,2018,Q3
t28038,2018,Q3
t28039,2018,Q3
t28040,2018,Q3
t28041,2018,Q3
t28042,2018,Q3
t28043,2018,Q3
t28044,2018,Q3
t28045,2018,Q3
t28046,2018,Q3
t28047,2018,Q3
t28048,2018,Q3
t28049,2018,Q3
t28050,2018,Q3
t28051,2018,Q3
t28052,2018,Q3
t28053,2018,Q3
t28054,2018,Q3
t28055,2018,Q3
t28056,2018,Q3
t28057,2018,Q3
t28058,2018,Q3
t28059,2018,Q3
t28060,2018,Q3
t28061,2018,Q3
t28062,2018,Q3
t28063,2018,Q3
t28064,2018,Q3
t28065,2018,Q3
t28066,2018,Q3
t28067,2018,Q3
t28068,2018,Q3
t28069,2018,Q3
t28070,2018,Q3
t28071,2018,Q3
t28072,2018,Q3
t28073,2018,Q3
t28074,2018,Q3
t28075,2018,Q3
t28076,2018,Q3
t28077,2018,Q3
t28078,2018,Q3
t28079,2018,Q3
t28080,2018,Q3
t28081,2018,Q3
t28082,2018,Q3
t28083,2018,Q3
t28084,2018,Q3
t28085,2018,Q3
t28086,2018,Q3
t28087,2018,Q3
t28088,2018,Q3
t28089,2018,Q3
t28090,2018,Q3
t28091,2018,Q3
t28092,2018,Q3
t28093,2018,Q3
t28094,2018,Q3
t28095,2018,Q3
t28096,2018,Q3
t28097,2018,Q3
t28098,2018,Q3
t28099,2018,Q3
t28100,2018,Q3
t28101,2018,Q3
t28102,2018,Q3
t28103,2018,Q3
t28104,2018,Q3
t28105,2018,Q3
t28106,2018,Q3
t28107,2018,Q3
t28108,2018,Q3
t28109,2018,Q3
t28110,2018,Q3
t28111,2018,Q3
t28112,2018,Q3
t28113,2018,Q3
t28114,2018,Q3
t28115,2018,Q3
t28116,2018,Q3
t28117,2018,Q3
t28118,2018,Q3
t28119,2018,Q3
t28120,2018,Q3
t28121,2018,Q3
t28122,2018,Q3
t28123,2018,Q3
t28124,2018,Q3
t28125,2018,Q3
t28126,2018,Q3
t28127,2018,Q3
t28128,2018,Q3
t28129,2018,Q3
t28130,2018,Q3
t28131,2018,Q3
t28132,2018,Q3
t28133,2018,Q3
t28134,2018,Q3
t28135,2018,Q3
t28136,2018,Q3
t28137,2018,Q3
t28138,2018,Q3
t28139,2018,Q3
t28140,2018,Q3
t28141,2018,Q3
t28142,2018,Q3
t28143,2018,Q3
t28144,2018,Q3
t28145,2018,Q3
t28146,2018,Q3
t28147,2018,Q3
t28148,2018,Q3
t28149,2018,Q3
t28150,2018,Q3
t28151,2018,Q3
t28152,2018,Q3
t28153,2018,Q3
t28154,2018,Q3
t28155,2018,Q3
t28156,2018,Q3
t28157,2018,Q3
t28158,2018,Q3
t28159,2018,Q3
t28160,2018,Q3
t28161,2018,Q3
t28162,2018,Q3
t28163,2018,Q3
t28164,2018,Q3
t28165,2018,Q3
t28166,2018,Q3
t28167,2018,Q3
t28168,2018,Q3
t28169,2018,Q3
t28170,2018,Q3
t28171,2018,Q3
t28172,2018,Q3
t28173,2018,Q3
t28174,2018,Q3
t28175,2018,Q3
t28176,2018,Q3
t28177,2018,Q3
t28178,2018,Q3
t28179,2018,Q3
t28180,2018,Q3
t28181,2018,Q3
t28182,2018,Q3
t28183,2018,Q3
t28184,2018,Q3
t28185,2018,Q3
t28186,2018,Q3
t28187,2018,Q3
t28188,2018,Q3
t28189,2018,Q3
t28190,2018,Q3
t28191,2018,Q3
t28192,2018,Q3
t28193,2018,Q3
t28194,2018,Q3
t28195,2018,Q3
t28196,2018,Q3
t28197,2018,Q3
t28198,2018,Q3
t28199,2018,Q3
t28200,2018,Q3
t28201,2018,Q3
t28202,2018,Q3
t28203,2018,Q3
t28204,2018,Q3
t28205,2018,Q3
t28206,2018,Q3
t28207,2018,Q3
t28208,2018,Q3
t28209,2018,Q3
t28210,2018,Q3
t28211,2018,Q3
t28212,2018,Q3
t28213,2018,Q3
t28214,2018,Q3
t28215,2018,Q3
t28216,2018,Q3
t28217,2018,Q3
t28218,2018,Q3
t28219,2018,Q3
t28220,2018,Q3
t28221,2018,Q3
t28222,2018,Q3
t28223,2018,Q3
t28224,2018,Q3
t28225,2018,Q3
t28226,2018,Q3
t28227,2018,Q3
t28228,2018,Q3
t28229,2018,Q3
t28230,2018,Q3
t28231,2018,Q3
t28232,2018,Q3
t28233,2018,Q3
t28234,2018,Q3
t28235,2018,Q3
t28236,2018,Q3
t28237,2018,Q3
t28238,2018,Q3
t28239,2018,Q3
t28240,2018,Q3
t28241,2018,Q3
t28242,2018,Q3
t28243,2018,Q3
t28244,2018,Q3
t28245,2018,Q3
t28246,2018,Q3
t28247,2018,Q3
t28248,2018,Q3
t28249,2018,Q3
t28250,2018,Q3
t28251,2018,Q3
t28252,2018,Q3
t28253,2018,Q3
t28254,2018,Q3
t28255,2018,Q3
t28256,2018,Q3
t28257,2018,Q3
t28258,2018,Q3
t28259,2018,Q3
t28260,2018,Q3
t28261,2018,Q3
t28262,2018,Q3
t28263,2018,Q3
t28264,2018,Q3
t28265,2018,Q3
t28266,2018,Q3
